,train,es
0,0.6805912538512102,0.611795601598664
1,0.6220717403216711,0.6027894385208605
2,0.5971503967993991,0.5845373154593855
3,0.5942031262328327,0.577780830815889
4,0.5816088588001302,0.5595769610834967
5,0.5683435290178122,0.5604048871474289
6,0.5625406224634488,0.5392369348616295
7,0.5647804354410748,0.5464794506525189
8,0.5583564634837339,0.5399009822750603
9,0.5436675514768362,0.5267644095999656
10,0.5332744071881228,0.5184690958019754
11,0.5258375332793053,0.520940671320169
12,0.5248246868704386,0.5187168545973988
13,0.5149856893893395,0.5260295360886729
14,0.5115179692412748,0.5058297177698506
15,0.5072044111366826,0.5023856218113398
16,0.5035282028969528,0.509505471473783
17,0.4980796474378962,0.4975184137489539
18,0.4956790363874546,0.49198914136858335
19,0.4922478899360477,0.4929209574447228
20,0.4898351768970873,0.4888265243663044
21,0.4865192243838531,0.485617103811737
22,0.48458072880666575,0.4841114274909032
23,0.48079857051935937,0.4806229677488392
24,0.4808150098669135,0.4902778677971283
25,0.47577815807853097,0.4863486522478729
26,0.47262336824224677,0.4738059720671659
27,0.4698312473351728,0.4746075000625846
28,0.4714281836670777,0.4710039031495916
29,0.46798893475336206,0.4716966244693989
30,0.46528505633468115,0.4748768352377661
31,0.46350524379769253,0.4777233487969811
32,0.46608040949098684,0.47335027692526
33,0.46201168788063823,0.46839073810477805
34,0.45762240997369324,0.4663290718111009
35,0.4563221937820051,0.46398380727403854
36,0.4541666453276639,0.4581921029408494
37,0.4512655551315056,0.46321344323147146
38,0.4507241282335155,0.45723100896306484
39,0.44907960171869654,0.45580202783296053
40,0.44630933846210435,0.4556277955502799
41,0.4465834781237352,0.45963178746829075
42,0.44702718256233165,0.45941218983424426
43,0.44568179202771274,0.4583918859644759
44,0.4446511940483398,0.4575310428152033
45,0.44178687580535037,0.4550381816423462
46,0.4387829288414311,0.44947056804896546
47,0.43686373915561294,0.4522758912049526
