number,value,duration,params_batch_size,params_dropout_rate,params_learning_rate,params_noise_factor,params_noise_type,params_patience,cv_accuracy
13,0.4208621131092018,0 days 07:17:10.558417,64,0.1,0.0003167040057126,0.2,gaussian,11,0.47001098318150447
