,train,es
0,2.3840176065473297,0.9423704172054199
1,0.49495316965373404,0.23016100804772008
2,0.17772198819911747,0.11112516039143394
3,0.09418573875423672,0.06957321018662976
4,0.06059141813090596,0.05024411139162963
5,0.042122178901986676,0.03903438625802952
6,0.031165603955186968,0.033559041948357814
7,0.02369138786486486,0.029908146915126044
8,0.017965385375573358,0.02835283162350302
9,0.013748234887755333,0.02653763693385912
10,0.011044587348485341,0.02534610486351307
11,0.009102441945932845,0.024772037771756496
12,0.007833503766593551,0.02449933663188952
13,0.00638382421526148,0.025288926783932075
14,0.0048927114422620726,0.02566516270917638
15,0.004259733913156928,0.02538539527063483
16,0.003266021963733963,0.02575112872463653
17,0.002737442954764018,0.025891364247190744
18,0.002934512480646863,0.026324263204402485
19,0.001961633978663763,0.026963601572314564
20,0.0018269147287165483,0.0272462806297035
21,0.001508528008190474,0.02861779085261839
22,0.0012598655056761754,0.02842968533187649
