,train,es
0,4.0933593378757145,0.9281485026821705
1,0.5863459857446186,0.35469155553774867
2,0.2624466010764233,0.23818478176089547
3,0.16048807938534607,0.18746987958931108
4,0.11125298959996106,0.1567275520590918
5,0.08120543795838693,0.13659057725627258
6,0.061998809912897454,0.12429356461361385
7,0.04908764825665956,0.11377188613224189
8,0.03894553937149141,0.10813862705210861
9,0.03218891503778793,0.0998854867946496
10,0.027140726684616902,0.09607240826164455
11,0.02313046144563456,0.09309190003128473
12,0.020027710991375413,0.08952530196415792
13,0.018237282908907235,0.0875976023824884
14,0.01570212249574107,0.08387767632339121
15,0.013737187460443358,0.0833767402330902
16,0.012518042749844136,0.0798611027727541
17,0.010631780762366694,0.07823790965119468
18,0.010574017742797395,0.0789244085413828
19,0.008752036759066096,0.07606031367311768
20,0.008717665709855289,0.07755712193935539
21,0.008301301325506221,0.07483266465409312
22,0.007839872482091483,0.07470836806902778
23,0.007380710028487458,0.07238257643793843
24,0.00550548284986473,0.07217262268537883
25,0.005605139568706791,0.07205975979417686
26,0.005019892223200901,0.07274243025160353
27,0.005750026035644869,0.07872067790766937
28,0.005656690179006726,0.07230209570616905
29,0.005854324695549164,0.06750686980728106
30,0.004231024326515167,0.07107285949014605
31,0.003648152787058974,0.06832174057145599
32,0.0036426609270334355,0.07295076078940788
33,0.003796422969371207,0.0701088441388494
34,0.0031559627251480085,0.06817623566181634
35,0.0034908928711456055,0.07034670245166028
36,0.003183070836884924,0.0675445149271911
37,0.00277358205875501,0.06772395008236641
38,0.0028886425192123717,0.06717223788702319
39,0.002824933285405264,0.06807166264019442
40,0.002401039907999984,0.06599400932222084
41,0.0023602940066034185,0.06634096625779788
42,0.0021986344574636187,0.06608739372817404
43,0.0022501787489326093,0.06586434161980682
