,train,es
0,4.321420621677378,0.2868213723144563
1,0.4797982031664602,0.0965011588751426
2,0.1985465932153353,0.06319119043580003
3,0.11551742970313082,0.050866234976236865
4,0.07731202671684909,0.04438770028090199
5,0.05701233824742085,0.040439204939894634
6,0.04386577269825311,0.038380723349210326
7,0.033371181996576384,0.037143350953699944
8,0.027136004236307888,0.03485333589646193
9,0.023204627355586486,0.03336235308441195
10,0.021042616775988163,0.03304981615993006
11,0.015440614447546734,0.032163508389017964
12,0.016481194262198427,0.03166680300637745
13,0.013127151585894482,0.03213745243133951
14,0.011054033042427384,0.031957014957807346
15,0.01166391661566325,0.032876829239078406
16,0.008359684538185069,0.03235254124222598
17,0.007226287343579976,0.03201939115404686
18,0.008023601326606424,0.031211877995163673
19,0.005672955183576683,0.03063886445186269
20,0.006881544184398513,0.030521901290581487
21,0.004739172918529774,0.030609351719150336
22,0.0048213074199275835,0.03020519943371629
23,0.005062033336883528,0.03022230780070072
24,0.004160535737651324,0.030708988022049896
25,0.004496149169553732,0.03066398376004955
