,train,es
0,1.3635843887105543,0.1104943021126929
1,0.18929603086253927,0.061427433578472745
2,0.0964481150009017,0.046299775882153386
3,0.061896660024812936,0.037351754272386094
4,0.04270561730961679,0.03384164729117603
5,0.03289044677538653,0.033509247643961494
6,0.024266566740551433,0.030051804511349565
7,0.018304233728237654,0.03142164229329281
8,0.016821132851103787,0.03151648729939951
9,0.014289406917236347,0.03274414701205829
10,0.012645074458702143,0.03387628944469668
11,0.01160049395373277,0.026836765853751707
12,0.009839505343133556,0.028962200639639935
13,0.009159530167906351,0.032272025398122184
14,0.006713894993200493,0.02806535345485913
15,0.006370537133935727,0.03183908299694178
16,0.0072496643653425265,0.029299215383077046
17,0.005580956873374564,0.03187153724671266
18,0.00556513460880354,0.031025666705296637
19,0.006125121060653354,0.031862524748282765
20,0.005551057341294515,0.03200986772266951
21,0.0043034752378793275,0.03121872934311951
22,0.004045367089522703,0.03320433695862251
23,0.003809428901120121,0.0325333705322575
24,0.003860951173988448,0.03685002589817752
25,0.0036149795720228743,0.03681661832913272
